Gene_Name,Control 1,Control 2,Experimental 1,Experimental 2,Control3,Control4,Control5,Control6,Control7,Experimental10,Expeirmental11,Exp12,Exp13,Exp14,Exp15,Exp16,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22
Gm15455,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13,13,3,6,13
Bend6,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393,170,179,257,393
Dst,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917,5351,4808,12036,14917
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577,348,360,468,577
Imp4,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072,1471,1450,1716,2072
Ptpn18,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1,0,2,2,1
AA619741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85,33,28,49,85
Fam168b,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816,6581,6303,8631,10816
Plekhb2,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505,1078,957,2686,3505
Hs6st1,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857,1309,1301,1350,1857
Uggt1,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854,7176,6308,10335,12854
Neurl3,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19,14,9,17,19
Arid5a,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637,291,296,463,637
Kansl3,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054,1540,1548,2399,3054
Lman2l,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442,251,223,357,442
Cnnm4,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540,1135,968,1240,1540
Cnnm3,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491,296,288,332,491
Ankrd23,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27,8,16,19,27
Ankrd39,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246,172,163,162,246
Sema4c,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681,492,512,526,681
Fam178b,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Cox5b,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777,2467,2521,2687,3777
Actr1b,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037,4395,4166,5392,7037
4933424G06Rik,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
Zap70,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
Tmem131,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948,2225,1946,2951,3948
Cnga3,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
Inpp4a,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242,135,111,205,242
Coa5,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885,2825,2550,3899,4885
Unc50,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092,633,554,882,1092
Mgat4a,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523,230,212,400,523
4930594C11Rik,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
2010300C02Rik,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
Tsga10,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65,42,23,47,65
Lipt1,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259,188,175,241,259
Mitd1,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585,294,245,404,585
Mrpl30,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084,2114,2042,2445,3084
Lyg2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Lyg1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
Txndc9,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258,2312,1825,2742,3258
Eif5b,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570,982,851,1309,1570
Rev1,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318,905,835,987,1318
Aff3,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345,545,479,254,345
Lonrf2,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1,0,1,3,1
Chst10,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70,70,86,55,70
Nms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936,2127,1990,3337,3936
Npas2,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24,12,15,14,24
Tbc1d8,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15,10,14,13,15
Cnot11,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843,1355,1285,1429,1843
Snord89,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7,4,3,5,7
Rnf149,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855,1096,1064,1406,1855
Creg2,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0,1,2,4,0
Rfx8,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6,0,0,4,6
Gm3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map4k4,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204,7310,6381,11774,15204
Gm16894,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
Il1r2,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,1,1
Il1r1,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012,1477,1276,813,1012
Il1rl2,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46,27,39,31,46
Il1rl1,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666,6464,5306,3656,4666
Il18r1,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0
Il18rap,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273,238,184,209,273
Slc9a4,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2,7,4,2,2
Slc9a2,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4,2,5,3,4
Mfsd9,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263,139,105,200,263
Tmem182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610017I09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pou3f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900092D14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps9,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759,828,836,1324,1759
Gpr45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tgfbrap1,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200,643,561,998,1200
AI597479,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338,831,715,1026,1338
Fhl2,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127,2980,2911,5455,7127
Nck2,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004,754,791,692,1004
1500015O10Rik,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
Uxs1,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229,667,620,923,1229
Tpp2,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067,4537,3797,5690,7067
Mettl21c,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Tex30,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984,837,677,763,984
Kdelc1,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707,1313,1230,1280,1707
Bivm,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401,1007,842,1122,1401
Ercc5,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639,388,365,533,639
Mettl21e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulp1,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913,523,497,656,913
